Publikationsjahr,Indikator_Nr,jahr_num,jahr_char,Wert,Indikator_Name,IndikatorLabelShort,Wohnviertel_id,Wohnviertel,Rang,Indikator-Kategorie,Gewichtung_Text,Bewertung_Text,Einheit,wert_txt
2023,7,2022,2022,0.3059931955,Anteilsesshafte,Anteil Sesshafte,11,St. Johann,8,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"30,6%"
2023,7,2022,2022,0.28,Anteilsesshafte,Anteil Sesshafte,12,Altstadt Kleinbasel,3,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,, 28%
2023,7,2022,2022,0.2937865826,Anteilsesshafte,Anteil Sesshafte,13,Clara,5,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"29,4%"
2023,7,2022,2022,0.349628606,Anteilsesshafte,Anteil Sesshafte,14,Wettstein,15,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,, 35%
2023,7,2022,2022,0.3985923119,Anteilsesshafte,Anteil Sesshafte,15,Hirzbrunnen,18,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"39,9%"
2023,7,2022,2022,0.1917185877,Anteilsesshafte,Anteil Sesshafte,16,Rosental,1,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"19,2%"
2023,7,2022,2022,0.3079833029,Anteilsesshafte,Anteil Sesshafte,17,Matthäus,9,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"30,8%"
2023,7,2022,2022,0.3254387216,Anteilsesshafte,Anteil Sesshafte,18,Klybeck,11,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"32,5%"
2023,7,2022,2022,0.3684210526,Anteilsesshafte,Anteil Sesshafte,19,Kleinhüningen,17,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"36,8%"
2023,7,2022,2022,0.4114976627,Anteilsesshafte,Anteil Sesshafte,20,Riehen,20,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"41,1%"
2023,7,2022,2022,0.404870624,Anteilsesshafte,Anteil Sesshafte,30,Bettingen,19,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"40,5%"
2023,7,2022,2022,0.337,Anteilsesshafte,Anteil Sesshafte,99,Kanton Basel-Stadt,14,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"33,7%"
2023,8,2022,2022,0.151371308,Jugendquotient,Jugendquotient,1,Altstadt Grossbasel,2,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,151"
2023,8,2022,2022,0.1908396947,Jugendquotient,Jugendquotient,2,Vorstädte,4,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,191"
2023,8,2022,2022,0.225620389,Jugendquotient,Jugendquotient,3,Am Ring,9,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,226"
2023,8,2022,2022,0.2152177597,Jugendquotient,Jugendquotient,4,Breite,7,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,215"
2023,8,2022,2022,0.3180555556,Jugendquotient,Jugendquotient,5,St. Alban,17,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,318"
2023,8,2022,2022,0.2064369557,Jugendquotient,Jugendquotient,6,Gundeldingen,6,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,206"
2023,8,2022,2022,0.4074003067,Jugendquotient,Jugendquotient,7,Bruderholz,22,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,407"
2023,8,2022,2022,0.3207018399,Jugendquotient,Jugendquotient,8,Bachletten,18,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,321"
2023,8,2022,2022,0.2726641998,Jugendquotient,Jugendquotient,9,Gotthelf,14,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,273"
2023,8,2022,2022,0.258047353,Jugendquotient,Jugendquotient,10,Iselin,10,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,258"
2023,8,2022,2022,0.2598996526,Jugendquotient,Jugendquotient,11,St. Johann,11,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,26"
2023,8,2022,2022,0.1314252336,Jugendquotient,Jugendquotient,12,Altstadt Kleinbasel,1,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,131"
2023,8,2022,2022,0.1879396985,Jugendquotient,Jugendquotient,13,Clara,3,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,188"
2023,8,2022,2022,0.2231748506,Jugendquotient,Jugendquotient,14,Wettstein,8,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,223"
2023,8,2022,2022,0.3819633814,Jugendquotient,Jugendquotient,15,Hirzbrunnen,20,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,382"
2023,8,2022,2022,0.2810493487,Jugendquotient,Jugendquotient,16,Rosental,15,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,281"
2023,8,2022,2022,0.2039551627,Jugendquotient,Jugendquotient,17,Matthäus,5,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,204"
2023,8,2022,2022,0.2660453294,Jugendquotient,Jugendquotient,18,Klybeck,12,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,266"
2023,8,2022,2022,0.3028209557,Jugendquotient,Jugendquotient,19,Kleinhüningen,16,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,303"
2023,8,2022,2022,0.4048141892,Jugendquotient,Jugendquotient,20,Riehen,21,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,405"
2023,8,2022,2022,0.3799725652,Jugendquotient,Jugendquotient,30,Bettingen,19,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,38"
2023,8,2022,2022,0.272,Jugendquotient,Jugendquotient,99,Kanton Basel-Stadt,13,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,272"
2023,9,2022,2022,1822.147637795275,Baujahrwohngebaeude,Baujahr Wohngebäude,1,Altstadt Grossbasel,1,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1822
2023,9,2022,2022,1899.4,Baujahrwohngebaeude,Baujahr Wohngebäude,2,Vorstädte,3,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1899
2023,9,2022,2022,1921.079764903442,Baujahrwohngebaeude,Baujahr Wohngebäude,3,Am Ring,4,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1921
2023,9,2022,2022,1942.208083832335,Baujahrwohngebaeude,Baujahr Wohngebäude,4,Breite,16,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1942
2023,9,2022,2022,1940.573688592839,Baujahrwohngebaeude,Baujahr Wohngebäude,5,St. Alban,15,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1941
2023,9,2022,2022,1933.007654836464,Baujahrwohngebaeude,Baujahr Wohngebäude,6,Gundeldingen,8,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1933
2023,9,2022,2022,1949.642652671755,Baujahrwohngebaeude,Baujahr Wohngebäude,7,Bruderholz,19,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1950
2023,9,2022,2022,1934.637051792828,Baujahrwohngebaeude,Baujahr Wohngebäude,8,Bachletten,11,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1935
2023,9,2022,2022,1925.939795918367,Baujahrwohngebaeude,Baujahr Wohngebäude,9,Gotthelf,6,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1926
2023,9,2022,2022,1938.240358126721,Baujahrwohngebaeude,Baujahr Wohngebäude,10,Iselin,14,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1938
2023,9,2022,2022,1934.437051532941,Baujahrwohngebaeude,Baujahr Wohngebäude,11,St. Johann,10,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1934
2023,9,2022,2022,1881.56993006993,Baujahrwohngebaeude,Baujahr Wohngebäude,12,Altstadt Kleinbasel,2,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1882
2023,9,2022,2022,1929.541832669322,Baujahrwohngebaeude,Baujahr Wohngebäude,13,Clara,7,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1930
2023,9,2022,2022,1933.523272214386,Baujahrwohngebaeude,Baujahr Wohngebäude,14,Wettstein,9,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1934
2023,9,2022,2022,1942.72789968652,Baujahrwohngebaeude,Baujahr Wohngebäude,15,Hirzbrunnen,17,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1943
2023,9,2022,2022,1952.484076433121,Baujahrwohngebaeude,Baujahr Wohngebäude,16,Rosental,20,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1952
2023,9,2022,2022,1925.566086956521,Baujahrwohngebaeude,Baujahr Wohngebäude,17,Matthäus,5,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1926
2023,9,2022,2022,1938.123853211009,Baujahrwohngebaeude,Baujahr Wohngebäude,18,Klybeck,13,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1938
2023,9,2022,2022,1948.082352941176,Baujahrwohngebaeude,Baujahr Wohngebäude,19,Kleinhüningen,18,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1948
2023,9,2022,2022,1959.790044821891,Baujahrwohngebaeude,Baujahr Wohngebäude,20,Riehen,21,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1960
2023,9,2022,2022,1965.667701863354,Baujahrwohngebaeude,Baujahr Wohngebäude,30,Bettingen,22,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1966
2023,9,2022,2022,1937.03,Baujahrwohngebaeude,Baujahr Wohngebäude,99,Kanton Basel-Stadt,12,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1937
2023,10,2022,2022,0.104330708661,Anteileinfhaeuser,Anteil Einfamilienhäuser,1,Altstadt Grossbasel,8,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"10,4%"
2023,10,2022,2022,0.073394495412,Anteileinfhaeuser,Anteil Einfamilienhäuser,2,Vorstädte,6,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"7,34%"
2023,10,2022,2022,0.193115029387,Anteileinfhaeuser,Anteil Einfamilienhäuser,3,Am Ring,12,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"19,3%"
2023,10,2022,2022,0.130239520958,Anteileinfhaeuser,Anteil Einfamilienhäuser,4,Breite,9,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,, 13%
2023,10,2022,2022,0.333888426311,Anteileinfhaeuser,Anteil Einfamilienhäuser,5,St. Alban,15,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"33,4%"
2023,10,2022,2022,0.028531663187,Anteileinfhaeuser,Anteil Einfamilienhäuser,6,Gundeldingen,2,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"2,85%"
2023,10,2022,2022,0.727099236641,Anteileinfhaeuser,Anteil Einfamilienhäuser,7,Bruderholz,21,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"72,7%"
2023,10,2022,2022,0.557370517928,Anteileinfhaeuser,Anteil Einfamilienhäuser,8,Bachletten,18,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"55,7%"
2023,10,2022,2022,0.364285714285,Anteileinfhaeuser,Anteil Einfamilienhäuser,9,Gotthelf,16,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"36,4%"
2023,10,2022,2022,0.165289256198,Anteileinfhaeuser,Anteil Einfamilienhäuser,10,Iselin,11,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"16,5%"
2023,10,2022,2022,0.245270711024,Anteileinfhaeuser,Anteil Einfamilienhäuser,11,St. Johann,13,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"24,5%"
2023,10,2022,2022,0.097902097902,Anteileinfhaeuser,Anteil Einfamilienhäuser,12,Altstadt Kleinbasel,7,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"9,79%"
2023,10,2022,2022,0.019920318725,Anteileinfhaeuser,Anteil Einfamilienhäuser,13,Clara,1,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"1,99%"
2023,10,2022,2022,0.332863187588,Anteileinfhaeuser,Anteil Einfamilienhäuser,14,Wettstein,14,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"33,3%"
2023,10,2022,2022,0.691536050156,Anteileinfhaeuser,Anteil Einfamilienhäuser,15,Hirzbrunnen,20,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"69,2%"
2023,10,2022,2022,0.063694267515,Anteileinfhaeuser,Anteil Einfamilienhäuser,16,Rosental,3,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"6,37%"
2023,10,2022,2022,0.068695652173,Anteileinfhaeuser,Anteil Einfamilienhäuser,17,Matthäus,4,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"6,87%"
2023,10,2022,2022,0.071100917431,Anteileinfhaeuser,Anteil Einfamilienhäuser,18,Klybeck,5,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"7,11%"
2023,10,2022,2022,0.15294117647,Anteileinfhaeuser,Anteil Einfamilienhäuser,19,Kleinhüningen,10,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"15,3%"
2023,10,2022,2022,0.65534324133,Anteileinfhaeuser,Anteil Einfamilienhäuser,20,Riehen,19,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"65,5%"
2023,10,2022,2022,0.776397515527,Anteileinfhaeuser,Anteil Einfamilienhäuser,30,Bettingen,22,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"77,6%"
2023,10,2022,2022,0.394,Anteileinfhaeuser,Anteil Einfamilienhäuser,99,Kanton Basel-Stadt,17,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"39,4%"
2023,11,2022,2022,0.067,Gruenflaechenanteil,Anteil Grünfläche,1,Altstadt Grossbasel,1,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"6,7%"
2023,11,2022,2022,0.197,Gruenflaechenanteil,Anteil Grünfläche,2,Vorstädte,8,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"19,7%"
2023,11,2022,2022,0.246,Gruenflaechenanteil,Anteil Grünfläche,3,Am Ring,10,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"24,6%"
2023,11,2022,2022,0.361,Gruenflaechenanteil,Anteil Grünfläche,4,Breite,15,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"36,1%"
2023,11,2022,2022,0.317,Gruenflaechenanteil,Anteil Grünfläche,5,St. Alban,13,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"31,7%"
2023,11,2022,2022,0.178,Gruenflaechenanteil,Anteil Grünfläche,6,Gundeldingen,7,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"17,8%"
2023,11,2022,2022,0.71,Gruenflaechenanteil,Anteil Grünfläche,7,Bruderholz,20,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,, 71%
2023,11,2022,2022,0.421,Gruenflaechenanteil,Anteil Grünfläche,8,Bachletten,17,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"42,1%"
2023,11,2022,2022,0.327,Gruenflaechenanteil,Anteil Grünfläche,9,Gotthelf,14,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"32,7%"
2023,11,2022,2022,0.365,Gruenflaechenanteil,Anteil Grünfläche,10,Iselin,16,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"36,5%"
2023,11,2022,2022,0.287,Gruenflaechenanteil,Anteil Grünfläche,11,St. Johann,12,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"28,7%"
2023,11,2022,2022,0.079,Gruenflaechenanteil,Anteil Grünfläche,12,Altstadt Kleinbasel,2,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"7,9%"
2023,11,2022,2022,0.161,Gruenflaechenanteil,Anteil Grünfläche,13,Clara,5,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"16,1%"
2023,11,2022,2022,0.282,Gruenflaechenanteil,Anteil Grünfläche,14,Wettstein,11,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"28,2%"
2023,11,2022,2022,0.598,Gruenflaechenanteil,Anteil Grünfläche,15,Hirzbrunnen,19,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"59,8%"
2023,11,2022,2022,0.156,Gruenflaechenanteil,Anteil Grünfläche,16,Rosental,4,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"15,6%"
2023,11,2022,2022,0.171,Gruenflaechenanteil,Anteil Grünfläche,17,Matthäus,6,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"17,1%"
2023,11,2022,2022,0.125,Gruenflaechenanteil,Anteil Grünfläche,18,Klybeck,3,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"12,5%"
2023,11,2022,2022,0.225,Gruenflaechenanteil,Anteil Grünfläche,19,Kleinhüningen,9,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"22,5%"
2023,11,2022,2022,0.792,Gruenflaechenanteil,Anteil Grünfläche,20,Riehen,21,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"79,2%"
2023,11,2022,2022,0.9,Gruenflaechenanteil,Anteil Grünfläche,30,Bettingen,22,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,, 90%
2023,11,2022,2022,0.525,Gruenflaechenanteil,Anteil Grünfläche,99,Kanton Basel-Stadt,18,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"52,5%"
2023,12,2022,2022,87.866917,Flaecheprowohnung,Fläche pro Wohnung,1,Altstadt Grossbasel,17,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"87,9 m²"
2023,12,2022,2022,82.334487,Flaecheprowohnung,Fläche pro Wohnung,2,Vorstädte,15,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"82,3 m²"
2023,12,2022,2022,81.812376,Flaecheprowohnung,Fläche pro Wohnung,3,Am Ring,14,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"81,8 m²"
2023,12,2022,2022,70.779978,Flaecheprowohnung,Fläche pro Wohnung,4,Breite,9,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"70,8 m²"
2023,12,2022,2022,90.830332,Flaecheprowohnung,Fläche pro Wohnung,5,St. Alban,18,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"90,8 m²"
2023,12,2022,2022,70.196171,Flaecheprowohnung,Fläche pro Wohnung,6,Gundeldingen,7,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"70,2 m²"
2023,12,2022,2022,109.315836,Flaecheprowohnung,Fläche pro Wohnung,7,Bruderholz,21,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"109,3 m²"
2023,12,2022,2022,92.548627,Flaecheprowohnung,Fläche pro Wohnung,8,Bachletten,19,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"92,5 m²"
2023,12,2022,2022,74.542309,Flaecheprowohnung,Fläche pro Wohnung,9,Gotthelf,12,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"74,5 m²"
2023,12,2022,2022,68.852039,Flaecheprowohnung,Fläche pro Wohnung,10,Iselin,6,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"68,9 m²"
2023,12,2022,2022,72.060166,Flaecheprowohnung,Fläche pro Wohnung,11,St. Johann,11,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"72,1 m²"
2023,12,2022,2022,70.83144,Flaecheprowohnung,Fläche pro Wohnung,12,Altstadt Kleinbasel,10,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"70,8 m²"
2023,12,2022,2022,66.596731,Flaecheprowohnung,Fläche pro Wohnung,13,Clara,4,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"66,6 m²"
2023,12,2022,2022,82.927132,Flaecheprowohnung,Fläche pro Wohnung,14,Wettstein,16,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"82,9 m²"
2023,12,2022,2022,81.650602,Flaecheprowohnung,Fläche pro Wohnung,15,Hirzbrunnen,13,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"81,7 m²"
2023,12,2022,2022,70.286506,Flaecheprowohnung,Fläche pro Wohnung,16,Rosental,8,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"70,3 m²"
2023,12,2022,2022,67.168456,Flaecheprowohnung,Fläche pro Wohnung,17,Matthäus,5,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"67,2 m²"
2023,12,2022,2022,65.04818,Flaecheprowohnung,Fläche pro Wohnung,18,Klybeck,2,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"65,0 m²"
2023,12,2022,2022,66.203236,Flaecheprowohnung,Fläche pro Wohnung,19,Kleinhüningen,3,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"66,2 m²"
2023,12,2022,2022,102.449166,Flaecheprowohnung,Fläche pro Wohnung,20,Riehen,20,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"102,4 m²"
2023,12,2022,2022,119.873665,Flaecheprowohnung,Fläche pro Wohnung,30,Bettingen,22,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"119,9 m²"
2023,12,2022,2022,0.795,Flaecheprowohnung,Fläche pro Wohnung,99,Kanton Basel-Stadt,1,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"0,8 m²"
2023,13,2022,2022,52.6,Wohnflaecheprokopf,Wohnfläche pro Kopf,1,Altstadt Grossbasel,22,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"52,6 m²"
2023,13,2022,2022,50.058836,Wohnflaecheprokopf,Wohnfläche pro Kopf,2,Vorstädte,20,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"50,1 m²"
